"Screen name","Full name",Location,Followers,Friends,Created,Tweets,"Last tweet",Bio,URL,"% tweets w/ URLs","% retweets in timeline","% tweets w @contacts","Social Authority","Follows @JackTreseler","@JackTreseler follows"
ScottWarner18,"SCOTT WARNER",,"336,712","45,029","23 Oct 2011 13:36:52","24,201","14 Aug 2016 00:00:33","Gigg CEO/Founder | Entrepreneur | Innovation Artist Discovery | Father/Husband | Investor Music--Film--Sports--Cereal--@BamBamsBBQ DODGERS-RAMS-COUGARS-LAKERS",http://www.gigg.com,21,14.5,32.5,80.2,,
iamtherealtaj,Chatejah,Atlanta,"385,789","195,068","22 Dec 2010 04:12:24","182,969","14 Aug 2016 20:19:35","#Areyoubigmadorlittlemad #Peopledontdancenomo IG: iamtherealtaj CEO of @Spoiled770 Spoiled Accessories",https://spoiledaccessories.com,23.7,64.1,5.6,79.3,,
DaRealLiLT,"☁️HumbleTee☁️","Stockton, CA","38,661","8,658","12 Nov 2011 23:02:34","25,584","15 Aug 2016 14:15:23","I'm jus a humble nigga tryna make it out the hood| Self Recoding Artist & CEO of #HumbleMoney • Features & bookings(dareallilt@gmail.com) #HustleThruTheStruggle",https://soundcloud.com/dareallilt-humble-money/all-my-niggas,11,68,16,78.9,,
JuhiMoin,"Jia☔Barish#TeamInsaf",,"13,907",611,"05 Jan 2014 16:51:56","73,618","13 Aug 2016 18:36:12","‏‏‏‏‏‏‏‏‏‏‏‏کس کی ھمت ھے ھماری پرواز میں لاۓ کمی، ھم پروازوں سے نھیں حوصلوں سےاڑا کرتے ھیں. Ceo ‎‎@TeamInsaaf",,11.1,82.8,3.5,79.6,,
MrAlMubarak,"Al Mubarak Radio ™","United Kingdom","46,521",26,"07 Jun 2012 01:14:54","68,264","11 Aug 2016 19:01:41","CEO @AlMubarakRadio UK. Presenter/Host. Download Free App & Listen Live: http://bit.ly/1nm3FoU #Hajj #Islam Snapchat: almubarakradio #Eid",http://www.almubarakradio.com,8.5,3.5,0,79.5,,
THEREALTYMULA,"Verified Account","IPhone: 40.76181,-73.96817","100,538","53,031","24 Oct 2009 15:44:49","693,499","16 Aug 2016 03:31:58","Senior Hiring Manager, College, Bi-Coastal, Tx, Song writer, Party Promoter |CEO of #MoneyTeam Entrepreneurs Top Leader! Dm me asap for easy money!",http://getweeklypaychecks.gr8.com/,3,0,0,79.5,,
TURN2MICHAEL,michael,"CHELSEA LONDON.","54,429","52,860","06 Dec 2012 13:24:40","190,876","16 Aug 2016 01:00:03",". Views are my own/ michael@ http://mjspropertieslondon.com | CEO of a number of bars in London.. | CEO of Merlin Leisure & Retail group.",http://MJSpropertieslondon.com,0,99,1,79.5,,
Irfan_Mawey,"IG : Irfan_Mawey",irfan.omawey@gmail.com,"209,783","98,729","23 Dec 2009 11:37:51","86,604","12 Aug 2016 19:00:12","Official Twitter Account of Irfan Abdurahman | Talkative | Trending Creator | CEO & Founder WM Trends Management | contact us - @WMTManagement | #KTBFFH |",,1.5,0,0,79.4,,
m_alamami,"محمد العمامي",,"15,594","1,011","03 Jul 2013 18:54:56","6,292","12 Aug 2016 14:50:18","محب للرياضة والمغامرات ' الحياة تحدي ومتغيرات .. مهتم بالتسويق والإعلام الجديد وكل ماهو جديد في عالمنا الإفتراضي Founder & CEO @marketingboxsa",,7,46.5,19,79.4,,
iamwill,i.am+,,"13,638,777","1,392","22 Jun 2009 08:24:19","7,033","10 Aug 2016 10:07:55",CEO,http://www.will.i.am,54.8,37.6,4.1,79.3,,
hbkr,"家入一真 @さよならインターネット","Shibuya, Tokyo","146,010","2,394","18 Jan 2008 09:01:26","56,673","16 Aug 2016 04:01:00","新刊「さよならインターネット」出ました → https://www.amazon.co.jp/dp/4121505603/ @CAMPFIREjp CEO / co-founder of @BASEec, @party_vc, @PEPABO, XIMERA, 渋谷カフェOnTheCorner, Booklog",http://ieiri.net,17,73.5,2.5,79.3,,
Iddio,Dio,"Account paragnostico","444,452","222,913","05 May 2011 12:42:46","61,490","12 Aug 2016 17:17:15","Ente metafisico a partita iva, fondatore e CEO dell'Universo. Life & death coach. Entra sempre nel bagno delle donne, perché c'è scritto Signore.",,11.5,22,29.5,79.2,,
optich3cz,"Hector Rodriguez","Schaumburg, IL","779,695","1,079","18 Nov 2009 02:19:30","44,540","15 Aug 2016 00:10:45","Owner | CEO of @OpTicGaming, #OldMenOfOpTic / Follow my Insta: http://www.instagram.com/optich3cz ------ SNAP: TheOpTicH3CZ @BASSHERS",http://www.YouTube.com/heczwe,19.6,20.1,48.2,79.2,,
Tray2Timez,"Trayvon Pless〽️","Atlanta, GA","23,771","5,734","24 Jun 2015 20:31:36","1,248","09 Aug 2016 23:01:03","contact info: trayvonpless22@gmail.com or DM ! Programmer and Proud CEO! #RYDE is coming soon Strong in Java, And XML",http://Forbes.com,24.9,58.4,10.2,79.2,,
BSmith,"Ben Smith","UK, USA, SA","234,685",998,"21 Mar 2010 21:31:40","14,792","09 Aug 2016 21:13:17","CEO of @Laduma. Formerly with the BBC, Times, Warner Bros & 20th C Fox. Proud Dad & Husband",http://Laduma.co.uk,31,0,72,79.1,,
timoreilly,"Tim O'Reilly","Oakland, CA","1,967,553","1,607","27 Mar 2007 01:14:05","39,038","16 Aug 2016 04:07:34","Founder and CEO, O'Reilly Media. Watching the alpha geeks, sharing their stories, helping the future unfold.",http://radar.oreilly.com,29.5,56.5,12.5,78.7,,
PrabhuChawla,"Prabhu Chawla","New Delhi, India","540,899",249,"16 May 2009 03:24:16","20,882","14 Aug 2016 02:40:26","Based in New Delhi ,Editorial Director, The New Indian Express and The Sunday Standard. CEO, Eventxpress Managmnt Services. Tweets personal. RT not endorsmnt",http://www.prabhuchawla.com,32.2,59.8,5,79.1,,
LawCannon,"Law Cannon",Chicago,"29,616","9,248","29 Apr 2009 01:17:43","235,891","15 Aug 2016 16:58:16","CEO: Craze Productions LLC™ (@CollegeCraze \\ @CrazeFest2016) • #1 Chicago Host • booking: lawcannoninfo@gmail.com ! #FINAO",,8.5,76.5,4,79.1,,
Chinmayi,"Chinmayi Sripaada",India,"573,321",195,"26 Aug 2007 16:59:56","99,041","15 Aug 2016 09:26:33","Singer / CEO Blue Elephant / Linguist / VO Artiste / Erstwhile RJ & TV Host Fortune/US State Dept Alumna RT ≠ endorsement",http://www.chinmayisripada.com,12,29,52,79,,
brttOficial,"snap: felipebrttxd",www.rexpeita.com.br,"271,822",176,"02 May 2011 23:55:08","17,972","14 Aug 2016 21:59:03","Professional League of Legends player | Founder & CEO of Rexpeita - Business contact: brttcontato@gmail.com",http://facebook.com/felipebrTT,29.5,12,29.5,79,,
_QueenOfPetty_,"❤️ R.I.P. Granny ❤️","My Grannys Keeper","48,434","44,696","06 Feb 2011 16:33:17","40,125","16 Aug 2016 03:20:21","Co CEO Of #BlackMafia RT My Likes Need Promo DM Me Turn My Notifications On",,25.5,38,1.5,78.9,,
joseiswriting,"Jose Antonio Vargas","Los Angeles, CA","70,129","14,479","23 Aug 2008 11:18:35","30,347","15 Aug 2016 18:09:38","Founder/CEO of @DefineAmerican and @EmergingUS; producer/director of MTV's #WhitePeople and @DOCUMENTEDfilm. Undocumented, gay, Filipino, American.",https://facebook.com/jav,42.5,49,2.5,78.5,,
EDAI_600,"Every Day 365!","Steve Dr. BaldyWorld Dblock","70,337","1,246","17 Dec 2010 21:16:55","92,621","13 Aug 2016 16:38:52","#Everyday365 Out Now!! Exclusively On @MyMixtapez FOUNDER & CEO OF TEAM600 LLC. | FOR FEATURES, SHOWS, OR BOOKING Contact : 6ixforeva@gmail.com #LaGang",http://youtu.be/Caz7ZdWX3eI,14.7,73.1,4.1,78.8,,
NidalAlAhmadieh,"نضال الأحمدية","Beirut, Lebanon","245,065",517,"25 Mar 2011 20:39:27","47,955","12 Aug 2016 23:01:15","Lebanese Author - Founder & CEO of @AlJarasMagazine",http://www.aljaras.com,13.5,5.5,81.5,78.8,,
michaelmunday,"Dr. Michael Munday","Sydney / Los Angeles","1,184,590","10,631","28 Aug 2009 02:03:13","1,328","04 Aug 2016 12:46:15","CEO Progressive Media & Music / CEO Remedy Music / Producer / Songwriter / Screenwriter / Philanthropist / Hopeless Romantic * Do It With Passion Or Not At All",http://www.michaelmunday.com.au,92.5,0.5,0,78.8,,
LynnTilton,"Lynn Tilton","New York, NY","649,666",998,"04 Jun 2009 13:51:35","4,693","12 Aug 2016 11:25:30","Founder and CEO of Patriarch Partners. Industrialist. Poet. Innovator. #SheForAll #AllLynn",http://www.patriarchpartners.com/lynn-tilton/,75,24,0,78.8,,
asmali77,"Ahmed Mohamed","#Eastleigh, Nairobi","27,082","2,814","12 Aug 2009 15:01:33","23,721","13 Aug 2016 09:24:55","CEO Ark Media||Social Activist||Father||If it happens in #Eastleigh, you will read it here first||#KeepEastleighGreen|| #EastleighNeglected Campaign",,35.5,47,0.5,78.7,,
alHattlan,"سليمان الهتلان",UAE,"97,286","1,433","25 Mar 2010 14:50:21","27,774","12 Aug 2016 11:58:56","CEO of @HattlanMedia| graduate of @GeorgetownCCT|former Harvard @Niemanfdn| Editorial Board Member of @WorldPolicy | يعد ويقدم @hadithalarab على سكاي نيوز عربية",http://hattlan.com,6.2,75.9,14.9,78.7,,
joshuadubois,"Joshua DuBois",,"54,046","2,897","25 Sep 2008 22:49:09","13,534","12 Aug 2016 17:54:38","debtor to grace. husband. dad.author. @vpiconsulting ceo. led @whitehouse faith office. @dailybeast columnist. bible reader. bourbon sipper.door holder.friend.",http://joshuadubois.com,11,51,21,78.7,,
mzaziwillytuva,"Mzazi Willy M. Tuva",Nairobi,"128,992","1,047","10 Jan 2012 08:31:30","66,827","15 Aug 2016 11:00:29","Radio & TV Host (Mambo Mseto on Radio Citizen and Mseto East Africa on Citizen TV) Royal Media Services, CEO Mseto East Africa Limited, Kenya",http://msetoea.com,18,74.5,1,78.6,,
cody_macc,Cozz,"South Central","38,230",451,"16 Jan 2014 17:29:14","6,949","10 Aug 2016 21:14:46","CEO|Tha Committee | Tha man ||Mgmt: Committeemgmt93@gmail.com | Booking: rgibbs@icmpartners.com • PRESS INQUIRIES CONTACT RYAN CUNNINGHAM / BIZ3: ryanc@biz.net",,19,47,16,78.6,,
PatriceTruong,"Patrice Truong","Seattle WA, now Paris (France)","108,383","79,932","14 Nov 2010 10:25:16","46,045","15 Aug 2016 18:52:19","Ex-Microsoft, CEO @DeclicStudios, home of TweetClub where you can schedule an *entire* day of tweets in a single click. Free signup: https://t.co/ljOzTjLYls",http://TweetClub.io,100,0,0,78.6,,
domdyer70,"dominic dyer",UK,"13,442","7,566","29 Apr 2012 21:30:28","88,527","11 Aug 2016 18:58:21","Writer, broadcaster, campaigner, CEO Badger Trust,Policy Advisor Born Free Foundation, Member RCVS Veterinary Nurses Council. All views my own",,23,73.5,1.5,78.6,,
SoniaDeewani,"♛ پاکستانی دیوانی ✌","Dubai - UAE","33,138",410,"19 May 2010 07:00:32","46,860","10 Aug 2016 10:19:21","Ðëëŵāņį™ SoniaDeewan ツ #Muslim #Pakistan #Karachi #UAE #TeamManiacs CEO. My tweets ❤ @iBeDeewani ❤ ℱℴℓℓℴω ℳυsт ℋմģʂ",http://favstar.fm/users/SoniaDeewani,6,65.8,0.5,78.6,,
Eric_John,"Porn Star Eric John",Clips4Sale.com/8729,"40,074","29,170","26 Mar 2009 06:56:42","84,262","15 Aug 2016 21:52:41","CEO @ErotiqueEnt • FMR @Boeing CBD CAM-I @MITAeroAstro • @ZoeyLainexxx @AliceMarchx @erinrodgersxxx • @ErotiqueStudios @ErotiqueTV http://ErotiqueTVcams.com",http://ErotiqueTVLive.com/site,20.5,70,8,78.6,,
thaRadBrad,theRadBrad,trbinquiries@gmail.com,"312,322",205,"01 Aug 2010 03:26:50","7,033","10 Aug 2016 05:01:40","CEO of tRB Productions Inc. Professional chair thrower. http://youtube.com/theRadBrad",http://www.youtube.com/theRadBrad,25,0,60,78.5,,
KingMiller_,"2010 Kid Cudi","Los Angeles, CA","71,176",908,"28 Jan 2013 05:34:13","45,214","15 Aug 2016 06:10:20","DM me for music promotion. ⠀⠀⠀⠀⠀⠀⠀ ⠀⠀ snapchat: KingMiller15⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ CEO of #CellyRuHive",,61.5,0,21,79.4,,
jasonfried,"Jason Fried","Chicago, IL","170,096",214,"13 Apr 2008 01:31:17","24,582","12 Aug 2016 14:42:02","Founder & CEO at http://t.co/TVvm5wkvn2. Co-author of Getting Real, Remote, and NYT Bestseller REWORK. Also at http://t.co/tx3Y29ZTyH",http://www.basecamp.com,17,12.5,64,78.3,,
tristanwalker,"tristan walker","bay area via nyc","300,626",928,"18 Dec 2008 02:02:44","78,447","16 Aug 2016 01:31:05","founder & ceo of walker & company brands (@walkercobrands). Our flagship brand is @bevel. founder / chairman @CODE2040. i do some other stuff too.",http://JustTristan.com,19.1,41.7,33.7,78.7,,
Chico_Mills,"Chico Mills","Arizona, USA","600,119","252,587","31 Jul 2012 23:43:38","8,617","14 Aug 2016 22:47:39","CEO/Partner/Entrepreneur and Founder of @PitStopRecords @Gopit_Search @Gopit_travel @PSSMManagement and @ps_antibullying",https://www.linkedin.com/in/chicomills,0.5,88.6,0,78.2,,
ElongWilliam,"William Elong","Douala-Yaoundé - Paris - Dubai","4,946",697,"02 May 2015 11:51:40","87,462","15 Aug 2016 22:53:06","Serial Entrepreneur ^_^ | Forbes Africa 30 Under 30 | CI Analyst #Pokémon #Geopolitics",https://fr.linkedin.com/in/williamelong/en,17,75,4.5,78.2,,
adamnash,"Adam Nash","Silicon Valley","19,537","1,611","18 Mar 2007 15:35:01","22,935","14 Aug 2016 04:48:23","CEO @Wealthfront. Inevitably optimistic. Slightly amusing. Always talking.",http://blog.adamnash.com,28.5,46.5,23,78.2,,
RJSzczerba,"Rob Szczerba","Binghamton, NY","226,005","128,734","07 Aug 2010 11:12:56","12,556","16 Aug 2016 02:20:20","Rocket Scientist Reinventing Social Good, X Tech Ventures CEO, @NotreDame PhD, Sr. Fellow @LockheedMartin, @Forbes & @HuffPost Columnist, & Proud Autism Dad!",http://www.forbes.com/sites/robertszczerba/,60.5,13.5,24.5,78.2,,
J4CKTWEETS,"♛","Leeds, England","152,235","135,293","14 Jun 2012 17:41:54","21,804","11 Aug 2016 19:38:48","21 | Graphic Designer | DJ | CEO of @SocialPlusUK",http://Instagram.com/ITSJACKTWEETS,83.3,0,0,78.2,,
Novelistprice,NovelistPrice,"Belgravia & Essex","12,044",150,"13 Oct 2013 13:17:37","4,291","14 Aug 2016 02:39:09","CEO & Co Founder:@seldommodels Blog:http://novelistprice.wordpress.com",http://seldommodels.com,15.5,30,1,78.1,,
NatSoCold,NatStar,NC,"164,530","3,516","19 Feb 2009 21:39:10","32,629","13 Aug 2016 02:32:18","Artist / Producer / Songwriter. #Genius. CEO @nveglobal - Booking: booknatstar@gmail.com - 4049095352 @bigjax08 [SnapChat: natsocold]",http://officialnatstar.com,14,79,3,78.1,,
ashishchauhan,"Ashish Chauhan BSE","Mumbai, Maharashtra","8,191",896,"27 Apr 2010 10:46:54","22,396","11 Aug 2016 06:59:45","CEO BSE (Bombay Stock Exchange,India)",http://www.bseindia.com,18.5,81.5,0,78.1,,
Karol_LuceroV,"Karol Jesús Lucero V","Chile, Campeón de América","1,083,080",47,"15 Jul 2009 17:47:37","79,622","09 Aug 2016 19:03:39","Comunicador; Conductor de Tv y Radio, Columnista. Embajador @AyudaAlProjimo_ | Tv and Radio Host, Columnist, Businessman, Skydiver, Diver & Dj. CEO @Grupo_Luves",http://www.KAROL.cl,45.5,48,1.5,78.1,,
FedericZambelli,"Federic Zambelli",Modena,"17,681",188,"24 Jun 2010 10:49:11","6,398","08 Aug 2016 13:17:34","Public relator, Organizzatore di eventi, CEO of ThePenguinIndustry®, Scrittore a tempo perso. Qualcosa cerco di farlo",,34,25.5,2,78.1,,
Kon__K,"Kon Karapanagiotidis","Wurundjeri land, Australia","27,400","4,187","15 Jan 2011 14:03:07","33,227","12 Aug 2016 01:52:51","OAM. Founder & CEO @ASRC1. Board Member @ChildrensGround. Philanthropist @LeoSiaFund. Human Rights Lawyer. Social Worker. Amateur Chef. Massuer. Fool.",http://www.asrc.org.au,8,16,67,78.1,,
dasjoshua,"Joshua Davidson",Joshua@ChopDawg.com,"691,058","161,154","30 May 2009 18:32:50","37,734","16 Aug 2016 02:07:05","Founder/CEO of @ChopDawgStudios. Co-host of #thePawdcast. I build apps & help grow startups. As seen on MSNBC, EliteDaily, FOX, AOL, Inc, Technically, Mashable.",http://www.chopdawg.com,48,8.5,0,78,,
Salomerainbow,SaloméRainbow,"Over The Rainbow","12,290","4,060","07 Feb 2011 00:46:44","207,138","15 Aug 2016 18:15:48","Je fais partie des vilains com pol. CEO Founder @agenceozer . Mes tweets engagent blabla ( קשת שלומית) http://salomerainbow.tumblr.com/ #I4emploi #MeufDeRugby",http://salomerainbow.over-blog.com/,23.5,31,34.5,78.1,,
HersheSquirt,HersheSquirt©,"GunSafeFull, EatMeIslam, USA","10,048","7,618","16 Nov 2012 04:48:45","19,218","12 Aug 2016 12:07:02","GumboCooking, CrawfishEating, Cajun, RWNJ Conservative, CEO of Technology Company, Pilot, BBQ Guru, Grumpy & Sometimes Funny, 2 Sons & Married to a Cheerleader",https://favstar.fm/users/HersheSquirt,13.5,78.5,8.5,78,,
804StreetMedia,"804 Street Media","Richmond, Virginia","59,749","64,770","03 Jun 2009 14:29:43","233,407","15 Aug 2016 17:40:30","Founder and CEO of 804 Street Media, Activist, Journalist, Digital Marketing @shortyawards Finalist for Best Small Business. News Tips: info@804streetmedia.com",http://804streetmedia.com,32,48.5,24.5,78,,
JBLAZEOfficial,"Johnny Erasme",MIA/LA,"122,906",762,"09 Jul 2009 03:38:18","25,558","15 Aug 2016 06:08:32","I'm probably on stage somewhere... CEO |@MSMDclothing | Instagram - JBlazeOfficial | Snapchat - callmejblaze | For bookings, email BookJBlaze@gmail.com",http://JBlazeOfficial.com,35.5,56.5,1.5,78.6,,
realradikaa,"Radikaa Sarathkumar","Chennai,India","834,647",143,"24 Oct 2010 15:05:01","9,594","14 Aug 2016 06:44:45","actor,ceo,mom,cook and fun loving.",http://facebook.com/realradikaa,20.7,51.5,23.2,77.9,,
tonyhawk,"Tony Hawk","San Diego & world at large","4,122,557","10,859","25 Feb 2009 15:52:43","11,057","14 Aug 2016 14:48:39","pro skateboarder, husband, dad, videogame character, CEO, kid chauffeur, global hopscotcher, food glutton & public skatepark defender. I'm old; get over it.",http://birdhouseskateboards.com,71.5,8,8,77.5,,
JAfridi10,"Javed Afridi","Pakistan, Istanbul, London.","361,598",7,"30 Apr 2012 19:25:05","13,749","14 Aug 2016 15:34:49","Ceo(Haier&Ruba),Chairman(Peshawar Zalmi) & (https://t.co/n5eJSeeZeC). Javed.ruba@gmail.com",http://www.Peshawarzalmi.com/www.haier.com/pk,25.5,27.5,12.5,77.9,,
Toribridges10,"Tori Bridges","Beverly Hills","194,019","15,104","01 Dec 2011 21:26:36","44,950","15 Aug 2016 16:38:03","⚓️OFFICAL SITE OF TORI BRIDGES ⚓Exec. Producer, Actress, Stunt Woman, Model, CEO/TORI BRIDGES PRODUCTIONS,MBA-Business/Marketing, Pastor. FB:tori.bridges.33",https://www.linkedin.com/home?trk=nav_responsive_tab_home,7,11.5,65,77.8,,
MrStanleyNwabia,"Mr Stanley Nwabia",Lagos-Nigeria,"13,931",300,"11 Aug 2012 19:05:53","32,746","14 Aug 2016 16:49:31","CEO Firewood Media, owners of @IkengaTV | Television & Radio content producer | Media Consultant | BSc Political Science | Writer | OAP (rtd) | BBM:565C7503",http://www.mrstanleynwabia.blogspot.com,18,77.5,0.5,77.8,,
AdamWaithe,"Adam Waithe","London, UK.","184,317",977,"27 Sep 2011 18:33:15","51,907","09 Aug 2016 20:08:54","British YouTuber, Occasional Viner & Full Time legend | Founder & CEO of @WaitherCo l Business Enquiries: Adam.Waithe@nvc-networks.com",http://www.youtube.com/AdamWaithe,22.5,2.5,4,77.8,,
RaviSinghKA,"ravinder singh",London,"14,595","2,900","16 Feb 2014 23:38:54","18,179","04 Aug 2016 18:02:45","Founder/CEO of Khalsa Aid. philanthropist,humanitarian & passionate about human rights.Proud To Be British Sikh.All views are my own. Humanity is calling ..",,7,65,19,77.8,,
PopMathobela,"Poppy Mathobela","Cape Town, South Africa","231,656","254,855","02 Jan 2011 09:19:53","136,348","15 Aug 2016 06:24:25","#Researcher #Author Warning: I'm into typos enjoysCreativeMindS❤️dePerformingArts LatinBallromDance&deMusic☺️ Founder & CEO @MyMadCreativity #LobolaWithaTwist",https://createspace.com/3390607,32.5,32.5,0.5,77.7,,
FrJavierLopez,"Javier López","Barcelona Spain","102,181","71,713","15 Apr 2011 07:19:13","20,246","12 Aug 2016 20:22:06","aprovechar las oportunidades aumenta las probabilidades d éxito | asesor empresas emprendedores CEO http://theaffair.estate desarrollo web & redes sociales",http://somos.social,30,55,14,77.8,,
diegotopaok,"TOPA ツ","Buenos Aires, Argentina","243,650","1,857","24 Nov 2009 00:13:31","22,123","07 Aug 2016 01:05:48",":Ganador del premio Carlos Gardel y del Martín Fierro al Mejor Programa Infantil. :: CEO de @TRealizaciones :: PRENSA✨Gise Coria 15-3364 -2243",http://www.topa.com.ar,29.1,65.8,4.5,77.7,,
CEO,"Branden Hampton","Los Angeles, CA","55,016","1,032","08 Jun 2011 17:36:07","24,680","12 Aug 2016 02:52:47","Forbes rated #1 social media influencer, over 33 million social media followers. I make things famous. Angel investor. Denver Broncos.",http://brandenhampton.com,31,12,52.5,77.7,,
prasannavishy,"Prasanna Viswanathan","Bangalore,India","50,690","3,326","07 Apr 2009 06:24:48","168,351","16 Aug 2016 04:12:47","CEO,Swarajyamag (views personal)",http://swarajyamag.com/,32.7,58.8,6,77.2,,
diegodelacruz,"Diego de la Cruz",Madrid,"17,030",938,"17 Mar 2009 20:20:38","58,210","08 Aug 2016 13:20:12","CEO @TTCivismo. Analista económico en @libre_mercado, prensa, TV y radio. Profesor @ieuniversity Autor de #SinMediasTintas Y a veces, @torosTV",http://www.diegosanchezdelacruz.com,30.5,27,22,77.6,,
Hary_Tanoe,"Hary Tanoesoedibjo",Indonesia,"1,066,365",380,"11 Jan 2012 00:16:27","5,431","12 Aug 2016 18:29:22","CEO MNC Group | Ketum Partai Perindo. Contact: hary.tanoesoedibjo@mncgroup.com",,100,0,0,77.6,,
